REC_NO,XRAY_RA,XRAY_DEC,LABEL,u_mag_auto,err_u_mag_auto,g_mag_auto,err_g_mag_auto,r_mag_auto,err_r_mag_auto,i_mag_auto,err_i_mag_auto,z_mag_auto,err_z_mag_auto,Separation
221,9.74723369961043,0.6636730676265465,0,26.1455,1.7283,24.6413,0.1871,24.151,0.1743,24.9692,0.5416,99.0,99.0,6.447354417029285
234,9.800501353743522,0.7964343465521848,1,24.681,0.9006,23.8631,0.1644,23.1306,0.1312,22.6362,0.1261,21.7653,0.1945,1.0181781071728018
234,9.800501353743522,0.7964343465521848,0,23.9725,0.3283,25.2374,0.3632,24.6206,0.3179,23.9386,0.2597,22.9913,0.3773,9.005823138420666
237,9.80514373033777,0.8636220152237456,1,14.8498,0.0028,13.2339,5.0E-4,12.4646,4.0E-4,12.0546,4.0E-4,11.7386,7.0E-4,3.315484369033312
253,9.842640342903833,0.9976577903543548,1,19.5867,0.0222,19.5327,0.009,19.5061,0.0098,19.3448,0.0111,19.1931,0.0251,3.1444978152365577
268,9.917431087260184,0.7111026555247648,1,20.2261,0.0329,20.0145,0.0114,20.1505,0.0137,19.9153,0.0148,20.0932,0.0456,1.7728231266347947
268,9.917431087260184,0.7111026555247648,0,25.9009,1.8595,24.4076,0.1971,24.2544,0.2587,23.5808,0.2126,99.0,99.0,9.246168322733709
273,9.939902895338612,1.1047333549336988,0,25.0246,0.709,24.5175,0.1665,24.6439,0.2861,24.2123,0.2833,99.0,99.0,8.110830042171116
273,9.939902895338612,1.1047333549336988,1,21.4433,0.0738,20.8267,0.0191,19.9924,0.0138,19.5985,0.0138,19.2063,0.0281,4.228199956708676
273,9.939902895338612,1.1047333549336988,0,24.5739,0.4789,25.1995,0.2892,24.6382,0.2822,24.3473,0.316,23.4216,0.4544,6.649792606587604
277,9.958808928046857,0.736327266253601,1,21.6293,0.0704,21.3301,0.0227,21.0014,0.0221,20.9149,0.027,20.5839,0.0619,1.2883603241326147
277,9.958808928046857,0.736327266253601,0,24.6324,0.4674,24.7258,0.1927,24.6831,0.2761,23.7975,0.1882,22.6912,0.2365,6.728938977893356
279,9.974698902271774,0.9604529477949116,0,21.2368,0.0945,20.3887,0.0185,19.6442,0.0147,19.3982,0.0167,19.2027,0.0439,9.90419863625472
279,9.974698902271774,0.9604529477949116,1,21.177,0.0654,20.7339,0.0188,20.37,0.0191,19.7544,0.0165,19.4215,0.0367,1.20049780504936
279,9.974698902271774,0.9604529477949116,0,24.8397,0.6732,24.7121,0.2167,24.3647,0.2553,23.7236,0.2131,23.9637,0.8803,9.061736762287184
287,10.016143203506832,0.981644950730851,1,23.1897,0.262,21.9685,0.0379,20.5702,0.019,19.7208,0.0144,19.0562,0.0243,0.4146440934701202
287,10.016143203506832,0.981644950730851,0,99.0,99.0,24.7861,0.1983,24.5992,0.256,24.5189,0.3575,23.7426,0.5992,9.657662816856273
296,10.675396301935026,-0.03887078695346215,1,23.9544,0.3371,23.6006,0.0935,22.6927,0.066,22.2341,0.063,21.5359,0.128,3.820102517165119
296,10.675396301935026,-0.03887078695346215,0,23.2383,0.2198,23.1322,0.0742,22.7465,0.0797,21.9153,0.0563,21.4227,0.1358,7.780719215304521
296,10.675396301935026,-0.03887078695346215,0,24.25,0.4908,23.9406,0.1364,23.3386,0.1246,22.3389,0.0769,21.8729,0.1943,5.309821193418868
298,10.67891083326002,0.03405842624302751,1,18.4774,0.0139,18.3176,0.005,18.1123,0.0049,18.1597,0.0058,18.1924,0.0159,2.23720854078668
303,10.696119752060083,1.0059335692645213,1,18.8375,0.0153,18.7058,0.0061,18.5608,0.006,18.6351,0.0077,18.6761,0.0185,2.4106479812653494
303,10.696119752060083,1.0059335692645213,0,21.0884,0.0662,20.2107,0.0147,19.3713,0.0105,19.0672,0.0113,18.7831,0.0242,8.221266719345873
303,10.696119752060083,1.0059335692645213,0,24.5523,0.8876,23.6805,0.1571,22.6317,0.0962,22.1804,0.0972,22.021,0.2605,5.535317570475035
304,10.697364689517363,0.9713329857188236,1,20.0757,0.0428,19.0315,0.0084,18.1577,0.0059,17.7525,0.0059,17.4465,0.0124,2.79158073761777
304,10.697364689517363,0.9713329857188236,0,23.9532,0.5219,22.3932,0.0545,21.5046,0.0383,21.3154,0.0473,21.1092,0.1173,9.671576871702545
305,10.70169670858179,0.10204620137460373,1,23.8986,0.378,23.0669,0.0715,21.9514,0.0443,21.3663,0.0386,20.8501,0.0872,3.814214667968976
305,10.70169670858179,0.10204620137460373,0,99.0,99.0,24.2733,0.1601,22.7516,0.0703,21.8438,0.0485,21.188,0.0983,6.620663137218885
305,10.70169670858179,0.10204620137460373,0,27.1828,6.5317,24.0979,0.1522,23.0894,0.1026,22.657,0.1025,23.7993,1.0585,7.203431105183079
309,10.726044709772987,0.9878780867074812,1,19.9845,0.0292,19.9786,0.0119,19.7046,0.0119,19.6861,0.0153,19.6622,0.0415,3.5707190669711646
310,10.730390810485464,0.9396966338939291,1,20.5023,0.0366,20.1267,0.0123,20.0819,0.0136,19.8584,0.0152,20.0216,0.0453,2.9235853743679954
311,10.734229356620707,0.6451345283946002,1,22.1392,0.0969,21.7933,0.0303,21.6391,0.0336,21.2492,0.0343,20.8697,0.0768,4.939163132060053
311,10.734229356620707,0.6451345283946002,0,24.911,0.602,24.4589,0.163,24.4962,0.239,24.1889,0.2728,22.9975,0.315,7.848421778946562
322,10.779151496744975,0.9296840205477289,1,23.1708,0.2217,22.4859,0.0504,21.9644,0.0475,21.6771,0.053,21.126,0.1011,2.852345553197236
322,10.779151496744975,0.9296840205477289,0,99.0,99.0,24.557,0.2783,24.1509,0.3155,23.9991,0.4099,23.8675,1.1967,7.32383658636834
322,10.779151496744975,0.9296840205477289,0,99.0,99.0,24.0659,0.2221,24.061,0.3617,22.908,0.191,22.2254,0.3336,3.4930386399532893
322,10.779151496744975,0.9296840205477289,0,25.6037,1.291,24.701,0.2175,24.3927,0.2647,23.9307,0.2596,99.0,99.0,4.079460129148566
323,10.783773442969382,-0.04946095359378481,0,22.3008,0.1555,20.7844,0.019,19.6884,0.0119,19.2017,0.0108,18.8968,0.027,9.518169462106055
323,10.783773442969382,-0.04946095359378481,1,21.5514,0.0786,21.1121,0.0219,20.6939,0.0209,20.1582,0.0185,19.546,0.0387,1.772628176497657
326,10.79586771336486,0.7341265852022875,1,21.8581,0.0864,21.2355,0.0227,20.809,0.0208,20.6426,0.0241,20.3217,0.0562,2.3154247373580295
326,10.79586771336486,0.7341265852022875,0,24.262,0.42,24.0454,0.1374,24.1863,0.221,23.7674,0.224,23.0141,0.3826,9.75676030709009
326,10.79586771336486,0.7341265852022875,0,22.789,0.2053,22.5211,0.0642,22.4681,0.0869,21.834,0.0735,21.3509,0.158,3.674885284336958
327,10.802131336083326,0.9346745186880998,1,19.6527,0.0232,19.3191,0.0082,19.1165,0.0081,19.2262,0.0107,19.1741,0.0256,2.903879207748519
331,10.818173526322196,0.1789179541891676,0,19.7867,0.0587,17.7757,0.0049,16.6733,0.0031,16.2103,0.0028,15.8958,0.0072,9.062831408546947
331,10.818173526322196,0.1789179541891676,1,20.1072,0.0357,19.6946,0.0107,19.2953,0.0102,18.8128,0.0094,18.5718,0.0249,2.2594080698730847
331,10.818173526322196,0.1789179541891676,0,23.8719,0.8676,23.1429,0.1633,22.1512,0.1084,21.6339,0.1017,21.1058,0.2518,9.84971488923187
333,10.81967841640861,0.16895416843293537,1,19.174,0.0195,19.0021,0.007,18.8873,0.0072,18.7093,0.0077,18.723,0.0219,2.010613494332246
333,10.81967841640861,0.16895416843293537,0,99.0,99.0,24.0912,0.2491,22.436,0.0939,21.361,0.0538,20.4335,0.0921,6.457796524809015
333,10.81967841640861,0.16895416843293537,0,22.2668,0.1686,20.5851,0.0181,19.5713,0.0119,19.1308,0.0113,18.8728,0.0303,6.061482083254868
333,10.81967841640861,0.16895416843293537,0,99.0,99.0,22.9084,0.1389,21.9135,0.0929,21.2482,0.0752,20.9412,0.2261,8.151251376618328
334,10.821248518028503,-0.014900099921243894,0,99.0,99.0,24.9247,0.3314,25.2609,0.697,24.256,0.4184,23.8384,1.1627,8.308781485982811
334,10.821248518028503,-0.014900099921243894,1,21.6019,0.0935,20.716,0.0189,19.7766,0.0128,19.3873,0.0125,19.2104,0.0355,1.9943400498833639
335,10.822035916713762,0.09130031961614123,1,21.9977,0.0975,21.0025,0.0198,20.2153,0.0148,19.6918,0.0132,19.5102,0.0356,0.7947020856344332
335,10.822035916713762,0.09130031961614123,0,23.7364,0.3136,23.7888,0.1203,23.0761,0.1006,23.0819,0.1458,23.1123,0.5846,9.579589530241881
335,10.822035916713762,0.09130031961614123,0,27.165,7.3248,24.3785,0.2168,23.4634,0.1541,22.4559,0.0946,22.5251,0.3879,7.789699332969822
336,10.832653066059502,0.22595408747895204,1,19.7292,0.0266,19.6558,0.0098,19.4742,0.01,19.4288,0.0118,19.4339,0.0367,4.632996556070167
336,10.832653066059502,0.22595408747895204,0,24.1447,0.4461,24.0113,0.1357,23.896,0.1852,23.7909,0.2442,22.8481,0.4159,4.078528397582659
336,10.832653066059502,0.22595408747895204,0,99.0,99.0,24.0996,0.1755,23.549,0.1679,22.9012,0.1383,22.3432,0.3295,5.954414073745868
337,10.838333445294763,-0.032298204634907145,0,25.5909,1.9359,22.9268,0.0694,21.145,0.0259,20.3248,0.0191,19.8775,0.0446,6.629720774707733
342,10.857341060867785,0.6593950763462592,1,21.1404,0.0532,21.0444,0.0196,20.9428,0.0212,20.7102,0.0236,20.626,0.0654,1.2731325544764696
346,10.864123492106616,2.537003165810391E-4,1,21.9857,0.0854,20.7529,0.0163,19.7851,0.0109,19.336,0.01,18.8843,0.021,1.3767957961846156
349,10.87463020399151,0.08753917099949113,1,20.4608,0.0436,19.4954,0.0094,18.6115,0.0066,18.2787,0.0066,17.944,0.0152,0.18525965026458016
349,10.87463020399151,0.08753917099949113,0,24.319,0.9661,21.9015,0.0441,20.1907,0.0174,19.5395,0.0144,19.1396,0.035,7.415438969856011
356,10.89954363066657,0.24926463588223813,1,18.9116,0.0192,17.8044,0.0041,17.1277,0.0032,16.6573,0.0029,16.4308,0.0068,1.9598136244569675
356,10.89954363066657,0.24926463588223813,0,21.4533,0.0962,19.9348,0.0127,19.5864,0.0123,18.9051,0.0104,18.9569,0.0342,2.778057839942613
357,10.89973497277771,1.1105268690326402,1,19.7205,0.0237,19.6435,0.0096,19.4157,0.0092,19.4272,0.0115,19.3382,0.0275,1.329614003967695
362,10.908071974226266,0.7708358736833735,1,20.4521,0.0343,20.0863,0.0119,19.814,0.0112,19.4831,0.0115,19.2845,0.0249,2.6684038745959
362,10.908071974226266,0.7708358736833735,0,22.535,0.1518,21.5256,0.0285,21.3751,0.0326,21.2425,0.0406,21.2812,0.1312,8.582834249783199
366,10.917539242778878,0.8069042217579663,1,20.4134,0.0342,20.1216,0.0122,20.0954,0.0133,19.8163,0.0142,19.8427,0.0376,1.1885562453997969
366,10.917539242778878,0.8069042217579663,0,24.1332,0.5961,23.9194,0.1845,23.3423,0.1646,22.9729,0.1742,24.2584,1.9266,8.184710336425429
366,10.917539242778878,0.8069042217579663,0,24.2583,0.4483,24.1295,0.1522,24.1934,0.232,23.1604,0.1384,23.1672,0.4648,5.388049018658986
366,10.917539242778878,0.8069042217579663,0,25.5971,1.3509,25.0081,0.2998,24.1229,0.2036,23.8726,0.2395,24.4315,1.3499,9.4458333595189
367,10.921594497459719,0.8814578182028082,1,21.9411,0.095,20.4974,0.0153,19.4503,0.0097,18.66,0.0078,17.9938,0.0124,1.0719194863473174
368,10.922160284613645,0.9362307577440557,1,20.2685,0.0323,19.7264,0.0101,19.6021,0.0105,19.6749,0.0139,19.3561,0.029,2.6475153694931044
368,10.922160284613645,0.9362307577440557,0,99.0,99.0,23.4473,0.1055,21.8322,0.042,20.5304,0.0227,19.8753,0.0386,9.241365531645965
371,10.927911925016165,0.81154837652262,1,20.617,0.0386,20.2519,0.0131,20.0892,0.0134,20.0151,0.0162,19.7466,0.0359,1.469828066807946
371,10.927911925016165,0.81154837652262,0,25.2231,1.5223,23.5552,0.1312,23.2013,0.1425,23.0056,0.1742,23.1333,0.6758,6.9938253588655535
371,10.927911925016165,0.81154837652262,0,99.0,99.0,23.7281,0.1565,22.588,0.087,21.7552,0.0622,21.1064,0.1161,3.973860999672809
371,10.927911925016165,0.81154837652262,0,24.5829,0.8477,23.7415,0.1515,23.328,0.1546,23.4468,0.2527,22.862,0.5122,9.286114485524621
372,10.937166279373523,-0.09433628785640345,0,99.0,99.0,25.756,0.6062,24.5893,0.3407,23.7883,0.243,23.1487,0.5527,8.308711037334763
372,10.937166279373523,-0.09433628785640345,1,24.0263,0.4962,23.65,0.1273,23.219,0.1343,22.2164,0.0807,21.6536,0.1932,2.5669226022998552
372,10.937166279373523,-0.09433628785640345,0,24.9868,1.1726,23.7072,0.1339,23.3705,0.1543,22.5562,0.1084,23.2265,0.7899,4.598184484522145
373,10.946641687261108,0.8865001714347099,1,21.1041,0.0516,20.8907,0.0186,20.7466,0.0202,20.5683,0.0235,20.1234,0.0468,2.069884505984555
374,10.956477767139537,0.6580812137341743,1,20.3954,0.0361,20.2224,0.0128,20.1891,0.014,19.9115,0.0148,19.8474,0.0395,1.4185004862869852
374,10.956477767139537,0.6580812137341743,0,24.1825,0.4592,23.4501,0.0986,23.1875,0.1099,23.4255,0.198,23.6337,0.8009,4.5066099277650205
374,10.956477767139537,0.6580812137341743,0,23.9425,0.5324,24.1205,0.2394,23.8189,0.2707,23.0716,0.2088,24.7732,3.3088,6.653546659651163
375,10.957527631733443,0.9553745485641062,1,22.9915,0.2526,22.3561,0.0569,21.3514,0.0366,20.3565,0.0235,19.8246,0.0453,3.1359413800096103
375,10.957527631733443,0.9553745485641062,0,24.82,0.9853,24.0017,0.1765,23.2474,0.1433,22.0241,0.072,21.271,0.1196,6.439900099280365
378,10.958944571050386,0.9643267409410258,0,25.2638,0.9634,24.7395,0.2306,25.5813,0.7512,23.5867,0.1848,23.0596,0.3826,9.906916586143534
378,10.958944571050386,0.9643267409410258,0,25.2666,1.2182,25.7709,0.7083,23.5844,0.161,22.4883,0.09,21.8108,0.1614,8.49985750643711
378,10.958944571050386,0.9643267409410258,1,22.6033,0.1766,21.719,0.0348,20.8278,0.0245,20.399,0.0239,19.8942,0.0467,1.9160549506543576
381,10.964099583068192,0.9173222399216707,1,20.5204,0.0365,20.5385,0.0153,20.3636,0.0159,20.3966,0.0209,20.3554,0.0563,3.156510243734148
381,10.964099583068192,0.9173222399216707,0,23.3749,0.3437,23.0797,0.0992,22.5524,0.0962,22.4658,0.129,24.6467,3.1671,7.14981747843324
381,10.964099583068192,0.9173222399216707,0,24.917,0.9678,23.5276,0.1087,23.2966,0.1354,23.0844,0.1621,22.3166,0.2713,5.667263830433547
382,10.964470165146377,0.1660425866685964,1,20.289,0.0356,20.053,0.0121,19.9368,0.0132,19.7362,0.0146,19.4784,0.0383,1.0877235700081191
382,10.964470165146377,0.1660425866685964,0,24.2268,0.6344,24.0599,0.1977,23.4589,0.1829,22.6354,0.133,23.395,1.0315,8.57184477722226
382,10.964470165146377,0.1660425866685964,0,23.1096,0.3349,22.5285,0.0742,21.5215,0.0483,21.2078,0.0537,20.7749,0.1401,7.0446988805300546
382,10.964470165146377,0.1660425866685964,0,23.1778,0.4133,23.1433,0.1446,22.267,0.1051,21.2081,0.0622,20.5968,0.1395,5.955804639393461
385,10.981765835985367,-0.08452938155509077,0,99.0,99.0,24.0098,0.1676,24.209,0.3087,23.5067,0.246,22.8345,0.5324,3.862221880340236
385,10.981765835985367,-0.08452938155509077,1,23.0618,0.2515,22.676,0.0652,22.0398,0.0564,21.4831,0.0507,20.8955,0.114,0.9958492947084941
385,10.981765835985367,-0.08452938155509077,0,23.9989,0.6454,23.0609,0.0994,21.9513,0.059,21.0918,0.0414,20.7557,0.1151,1.869957068230552
385,10.981765835985367,-0.08452938155509077,0,23.7181,0.3371,23.102,0.0734,22.683,0.0749,22.6504,0.1037,22.8669,0.4817,9.105240050084586
385,10.981765835985367,-0.08452938155509077,0,24.4573,0.592,24.1033,0.1528,24.2038,0.2529,24.1677,0.3638,99.0,99.0,4.883757429912865
385,10.981765835985367,-0.08452938155509077,0,24.4543,0.6502,24.7492,0.2904,23.8052,0.1975,23.5398,0.2311,23.5054,0.8855,9.301625002285487
385,10.981765835985367,-0.08452938155509077,0,99.0,99.0,26.4123,1.3814,22.7339,0.0845,21.6383,0.0492,21.0376,0.1089,6.7795683856599975
386,10.985224644194117,0.13067420437962735,1,22.3686,0.1238,20.5486,0.0152,20.1856,0.0143,20.2336,0.0183,20.2543,0.0586,2.2379651727199454
386,10.985224644194117,0.13067420437962735,0,22.7844,0.2878,22.7072,0.0984,22.0196,0.0832,21.626,0.0881,21.6135,0.3343,4.019866875314622
388,10.994401610405218,0.9211070848524482,0,24.2358,0.6052,23.7455,0.1478,23.3911,0.1643,22.586,0.1186,22.3512,0.3076,7.18642648364219
388,10.994401610405218,0.9211070848524482,1,21.0819,0.0682,20.4145,0.0169,19.8563,0.0146,19.6327,0.0166,19.5008,0.0428,3.7564273875776575
390,11.005902083919379,0.11459771230367868,0,21.0945,0.0915,18.9564,0.0077,17.6407,0.0043,17.1421,0.0038,16.8097,0.0089,4.780422889563764
390,11.005902083919379,0.11459771230367868,0,21.1721,0.0756,19.0764,0.0076,17.7474,0.0043,17.2398,0.0038,16.8889,0.0083,3.1836858863565234
390,11.005902083919379,0.11459771230367868,1,21.1861,0.0716,19.0773,0.0075,17.7198,0.0042,17.2169,0.0037,16.89,0.0081,2.0644458360723044
390,11.005902083919379,0.11459771230367868,0,23.1687,0.417,20.3413,0.0163,19.0354,0.0089,18.5362,0.008,18.2015,0.0197,5.171612369023646
392,11.018945814972806,1.0318103437657606,1,19.1325,0.047,17.2776,0.0042,16.3289,0.0028,15.8478,0.0027,15.634,0.0065,2.548932262575453
394,11.035603340289912,0.9436829490229385,1,22.5815,0.1401,22.1774,0.0408,21.2769,0.0278,20.7973,0.0272,20.5256,0.0636,2.675844297467236
394,11.035603340289912,0.9436829490229385,0,23.4861,0.3048,23.6707,0.1327,23.6923,0.2002,23.4079,0.2392,22.8752,0.5028,5.9670867259741405
394,11.035603340289912,0.9436829490229385,0,24.7297,0.8955,23.6403,0.1277,23.1013,0.1205,22.4115,0.1001,22.2055,0.2743,7.643856264786216
394,11.035603340289912,0.9436829490229385,0,24.6142,0.7947,24.6454,0.2965,23.6224,0.1871,22.8523,0.144,22.3334,0.3017,8.728496432461833
394,11.035603340289912,0.9436829490229385,0,25.1383,0.8572,25.1049,0.3049,24.5817,0.2915,23.8595,0.2366,99.0,99.0,6.552226950361653
395,11.057056369361607,0.8614654764984898,1,18.9998,0.0166,18.795,0.0064,18.6196,0.0062,18.5947,0.0075,18.4155,0.0161,0.5850773678383895
399,13.952864219382757,0.494159414741672,0,24.1507,0.4462,24.2811,0.1926,24.1691,0.2516,23.8858,0.3199,23.9846,1.0892,8.879415820644901
399,13.952864219382757,0.494159414741672,0,24.4415,0.6096,24.3462,0.2161,24.5321,0.3751,23.1879,0.1836,23.4853,0.7456,9.47594181685004
402,13.971472780522413,0.6110250162748285,1,22.0954,0.1003,21.7907,0.0313,21.5303,0.0324,21.1371,0.0344,21.0667,0.094,1.4097192583152511
402,13.971472780522413,0.6110250162748285,0,23.2184,0.2599,23.2925,0.1047,22.5308,0.0782,21.9127,0.072,21.779,0.1946,4.875465333875508
402,13.971472780522413,0.6110250162748285,0,25.4967,1.5984,23.9298,0.1534,23.5487,0.1579,23.1718,0.1818,23.0246,0.4976,5.919973137238723
402,13.971472780522413,0.6110250162748285,0,26.0936,3.5476,23.5953,0.1448,23.3804,0.1735,23.3606,0.2749,27.101,26.4752,2.6862113538053687
402,13.971472780522413,0.6110250162748285,0,23.8951,0.3526,23.9748,0.1433,23.576,0.1433,22.8513,0.1223,22.254,0.2232,5.782119435389107
405,14.008730770740243,0.5776922405184731,1,21.2118,0.0725,20.5865,0.0178,19.6708,0.012,19.2158,0.012,18.8526,0.026,1.9769231207532099
409,14.041213407624985,0.5142177429667579,1,22.8361,0.1991,20.192,0.0129,18.7091,0.0065,17.4711,0.0042,16.7841,0.0076,2.6647196072209343
411,14.07521348549388,0.6143465114646861,0,24.5878,0.8815,22.0421,0.0384,20.7243,0.02,19.8749,0.0156,19.4127,0.0316,4.726105262187115
411,14.07521348549388,0.6143465114646861,1,22.1863,0.1853,21.073,0.0265,19.852,0.0145,19.1292,0.0123,18.7086,0.0258,1.8232417399913508
411,14.07521348549388,0.6143465114646861,0,23.9112,0.5926,23.675,0.1606,22.8481,0.1159,22.3896,0.1273,22.4912,0.4286,8.650230581635276
417,14.1196866007689,0.5792507960661377,0,25.2206,1.6535,23.1996,0.0973,22.1792,0.0599,21.9431,0.077,21.9597,0.2314,6.537073722529898
417,14.1196866007689,0.5792507960661377,1,21.7339,0.1232,20.4531,0.0172,19.2137,0.0095,18.7102,0.0092,18.3651,0.02,1.92301400329769
420,14.142717230232263,0.7615899897633008,1,22.1022,0.1552,20.9796,0.0248,19.767,0.0137,19.1155,0.0116,18.7042,0.0238,2.232829046007595
421,14.144729380944561,0.7767296994887614,1,21.647,0.074,21.7784,0.032,21.3988,0.0312,21.2939,0.0392,20.9479,0.0897,1.924277277481721
421,14.144729380944561,0.7767296994887614,0,24.6815,1.2856,23.4041,0.1516,23.9891,0.3895,22.3395,0.1309,23.8415,1.7495,9.119818304743717
421,14.144729380944561,0.7767296994887614,0,23.425,0.3982,23.6303,0.1751,23.2398,0.1901,22.4981,0.1443,21.7874,0.2575,2.501354713275716
421,14.144729380944561,0.7767296994887614,0,99.0,99.0,23.9669,0.1779,22.8293,0.1018,22.3689,0.0987,21.739,0.1858,9.84601516458543
421,14.144729380944561,0.7767296994887614,0,24.3295,0.5933,24.5576,0.2646,23.9041,0.2301,23.7238,0.2866,99.0,99.0,4.397396128143651
421,14.144729380944561,0.7767296994887614,0,99.0,99.0,25.046,0.4054,24.1363,0.2792,23.5203,0.2366,23.2473,0.6248,9.64029901540591
422,14.15419276167066,0.7293503818081861,1,21.1729,0.0597,21.347,0.0256,20.9948,0.0247,20.9678,0.033,21.1283,0.1133,2.8526874088736593
422,14.15419276167066,0.7293503818081861,0,24.3964,0.7652,24.1822,0.2439,22.7529,0.1022,21.8755,0.072,21.6888,0.1936,4.397643358677489
422,14.15419276167066,0.7293503818081861,0,24.709,0.592,25.2418,0.3592,24.3594,0.2386,23.848,0.2294,22.4266,0.2183,9.404073826143302
423,14.159854091759136,0.5621672710610002,0,99.0,99.0,24.0993,0.1839,22.7053,0.0818,21.1653,0.0371,20.3722,0.0589,8.9180515642687
423,14.159854091759136,0.5621672710610002,0,24.5737,0.746,24.5276,0.2527,23.3154,0.1298,22.5942,0.1129,22.5795,0.3384,4.195785112264341
423,14.159854091759136,0.5621672710610002,0,24.2684,0.9855,23.047,0.1184,22.5229,0.1083,22.2045,0.1347,21.7064,0.2665,9.185965347688409
423,14.159854091759136,0.5621672710610002,1,24.2759,0.869,23.1414,0.1135,22.4429,0.0904,21.6905,0.0767,21.1287,0.1432,2.118835073434941
425,14.204004975267535,0.6622870197968719,1,20.6866,0.0445,20.3177,0.0139,19.9515,0.0128,19.7531,0.0143,19.1518,0.027,2.4896662942401413
425,14.204004975267535,0.6622870197968719,0,22.0366,0.1166,21.2992,0.0266,20.2468,0.0163,19.8786,0.0167,19.4741,0.036,4.530681115186221
425,14.204004975267535,0.6622870197968719,0,23.1341,0.2425,22.7306,0.0677,22.587,0.0824,22.2402,0.0904,21.8696,0.2061,9.804246687149403
431,14.2884574037916,0.5472824416814563,0,23.5966,0.2895,23.9903,0.1529,23.1679,0.1097,22.9597,0.1452,23.2668,0.5752,7.7197687325916515
431,14.2884574037916,0.5472824416814563,0,24.6023,0.6424,24.4483,0.2218,24.5316,0.3457,24.0764,0.3768,22.6776,0.3321,9.83421017593349
431,14.2884574037916,0.5472824416814563,0,24.884,0.6428,24.8767,0.2532,24.6195,0.2897,24.3322,0.3645,99.0,99.0,7.404340579886083
431,14.2884574037916,0.5472824416814563,1,23.3398,0.2488,22.6019,0.0551,22.3019,0.0581,21.7669,0.0574,21.0685,0.0959,0.34923816551439374
431,14.2884574037916,0.5472824416814563,0,25.0067,1.3561,23.8648,0.1888,23.964,0.3059,27.1771,9.6184,99.0,99.0,9.115459875526556
434,19.622175002342345,0.7634996749133903,1,20.06,0.0301,19.7311,0.0104,19.3248,0.0093,19.1811,0.0109,18.6747,0.0198,4.6658029255257665
436,19.63459261599802,0.8096869654933064,1,19.8727,0.0256,19.4846,0.0088,19.3686,0.009,19.1766,0.01,19.2086,0.0247,6.248916792418388
438,19.651839287428228,0.5601883520650963,1,20.6889,0.0434,20.4876,0.0149,20.403,0.0164,20.1119,0.0179,20.0953,0.0506,3.539286703068205
454,19.773702739216255,0.5916485153685542,1,20.1775,0.0331,20.1935,0.0128,19.8877,0.0122,19.9313,0.0161,19.9888,0.0464,3.855273079857961
455,19.77627607752499,0.7923033411860841,1,20.6261,0.0441,18.3236,0.0051,16.8145,0.0026,15.3515,0.0015,14.5618,0.0023,4.939661122647151
456,19.79812908091433,0.5125999903177643,1,20.6138,0.0408,20.6542,0.016,20.3096,0.015,20.3152,0.0196,20.2718,0.0532,2.1053785063126162
461,19.848916442759165,0.5986685894435245,1,22.6909,0.1454,22.7636,0.0592,21.9614,0.0434,21.8908,0.0585,21.73,0.1539,3.6293267587692117
461,19.848916442759165,0.5986685894435245,0,99.0,99.0,25.2099,0.3067,24.4039,0.223,24.2107,0.2934,23.2605,0.3937,7.485647650114582
467,19.860113534271612,0.8475057709632093,1,22.4254,0.1183,21.8148,0.0307,21.6227,0.0345,21.3295,0.0381,20.7333,0.0688,3.991448538670668
467,19.860113534271612,0.8475057709632093,0,25.2455,0.702,25.4787,0.3119,25.491,0.4737,24.7012,0.3621,23.968,0.6125,4.729228839799756
469,19.889921661239377,0.4893065977398579,1,21.4931,0.0673,21.3326,0.0234,21.3206,0.0282,20.881,0.0285,20.8176,0.0772,3.05352714031342
469,19.889921661239377,0.4893065977398579,0,25.2454,0.9322,24.4731,0.1866,23.7637,0.1506,23.4189,0.1719,22.5741,0.253,0.774236327510321
469,19.889921661239377,0.4893065977398579,0,24.0159,0.3159,24.6118,0.1952,24.2297,0.2056,24.3513,0.3561,23.9201,0.749,8.170279228593806
474,19.948500395571575,0.521660379210158,1,21.7491,0.0796,21.9518,0.0348,21.5246,0.033,21.5072,0.0458,21.3717,0.1238,0.6319576798784056
476,19.97719375993411,0.5836545926778941,1,20.992,0.0532,21.1626,0.0226,20.858,0.0226,20.6912,0.0276,20.6164,0.0764,2.0621615093998784
476,19.97719375993411,0.5836545926778941,0,24.6845,0.5351,25.107,0.2933,24.6398,0.2871,24.2047,0.3005,23.9755,0.775,8.353660884892678
477,28.011695647173024,1.0795399268476082,1,20.4927,0.0356,20.2221,0.0129,19.8407,0.0116,19.8208,0.0143,19.7797,0.0358,2.1955254631603314
478,28.020086984582218,1.1342461466112679,0,26.6269,4.4495,24.3091,0.2056,24.2778,0.2966,23.4141,0.2012,23.3215,0.6219,5.165563901062562
478,28.020086984582218,1.1342461466112679,0,99.0,99.0,24.4075,0.1927,23.6098,0.1425,23.3368,0.1614,23.5381,0.64,7.922538166184764
478,28.020086984582218,1.1342461466112679,0,21.8883,0.1008,21.0523,0.0222,20.5603,0.0196,20.332,0.0223,20.26,0.061,3.9833073646799653
478,28.020086984582218,1.1342461466112679,1,23.8816,0.4048,23.2425,0.09,23.3999,0.1448,22.8469,0.1299,23.8689,1.0868,2.758351276970621
